countyname,state,countyssa,eligibles,totalenrollees,totalpenetration,numberofplans1,numberofplans2
CASWELL ,NC,PFFS HMO HCPP PPO,239120.0,26901.0,11.25,7.0,5.0
CATAWBA ,NC,HCPP PFFS HMO PPO DEMO,580890.0,412726.0,71.05062920690665,17.0,4.0
CHATHAM ,NC,PFFS DEMP HMO HCPP PPO,546880.0,123808.0,22.638970157987124,16.0,4.0
CHEROKEE ,NC,PFFS HMO HCPP PPO,512850.0,98700.0,19.245393389880082,15.0,1.0
CHOWAN ,NC,PFFS HCPP COST HMO,205200.0,18870.0,9.195906432748538,6.0,1.0
CLAY ,NC,PFFS HCPP HMO,136840.0,9976.0,7.29026600409237,4.0,1.0
CLEVELAND ,NC,PFFS HMO HCPP PPO,342200.0,187360.0,54.751607247223845,10.0,2.0
COLUMBUS ,NC,PFFS HMO DEMO COST,410760.0,136752.0,33.29243353783231,12.0,1.0
CRAVEN ,NC,PFFS HMO PACE COST HCPP,719040.0,365757.0,50.867406542056074,21.0,1.0
CUMBERLAND ,NC,HCPP PFFS HMO PPO DEMP COST DEMC,1335750.0,1397487.0,104.62189781021898,39.0,3.0
CURRITUCK ,NC,PFFS HMO,205506.0,18642.0,9.071267992175411,6.0,1.0
DARE ,NC,HMO PFFS COST,171350.0,24755.0,14.447038225853518,5.0,0.0
DAVIDSON ,NC,HCPP PFFS DEMP HMO COST DEMO PPO,479920.0,312312.0,65.07584597432906,14.0,7.0
DAVIE ,NC,PFFS DEMP HMO HCPP,308610.0,59031.0,19.128025663458732,9.0,4.0
DUPLIN ,NC,PFFS HMO HCPP,274400.0,65088.0,23.7201166180758,8.0,0.0
DURHAM ,NC,PFFS DEMP HMO HCPP PPO COST,994990.0,829458.0,83.36345088895366,29.0,6.0
EDGECOMBE ,NC,PFFS HMO COST,205920.0,55848.0,27.121212121212125,6.0,1.0
FORSYTH ,NC,HCPP PFFS DEMP HMO PPO,1064230.0,1607350.0,151.0340809787358,31.0,7.0
FRANKLIN ,NC,PFFS HCPP HMO,274720.0,55376.0,20.15725101921957,8.0,3.0
GASTON ,NC,PFFS HMO HCPP DEMP PPO,480900.0,453460.0,94.29403202328966,14.0,2.0
GATES ,NC,PFFS HCPP HMO,137440.0,7732.0,5.625727590221188,4.0,1.0
GRAHAM ,NC,PFFS,34370.0,1795.0,5.222577829502473,1.0,1.0
GRANVILLE ,NC,PFFS HCPP DEMP HMO,275040.0,60184.0,21.88190808609657,8.0,3.0
GREENE ,NC,PFFS,34390.0,2466.0,7.170689153823787,1.0,0.0
GUILFORD ,NC,HCPP PFFS DEMP HMO PPO COST,1307200.0,2465858.0,188.63662790697674,38.0,7.0
HALIFAX ,NC,PFFS HCPP HMO PPO COST,344100.0,125380.0,36.43708224353386,10.0,1.0
HARNETT ,NC,PFFS HMO HCPP,378620.0,125147.0,33.053457292271936,11.0,2.0
HAYWOOD ,NC,PFFS HCPP HMO DEMO,516450.0,195735.0,37.90008713331397,15.0,2.0
HENDERSON ,NC,PFFS HMO HCPP DEMP DEMO PPO,929880.0,652833.0,70.2061556329849,27.0,5.0
HERTFORD ,NC,PFFS HCPP HMO DEMO,206700.0,26760.0,12.946298984034833,6.0,1.0
HOKE ,NC,PFFS HCPP DEMP HMO,241220.0,21903.0,9.08009286128845,7.0,2.0
HYDE ,NC,PFFS PPO,68940.0,1936.0,2.8082390484479256,2.0,0.0
IREDELL ,NC,HCPP PFFS HMO PPO COST DEMC,758560.0,470712.0,62.05336426914153,22.0,3.0
JACKSON ,NC,PFFS HMO COST HCPP DEMC,379390.0,61853.0,16.303276311974486,11.0,2.0
JOHNSTON ,NC,PFFS HMO HCPP COST PPO DEMC,552000.0,270032.0,48.91884057971014,16.0,2.0
JONES ,NC,COST DEMO,69020.0,4116.0,5.963488843813387,2.0,0.0
LEE ,NC,PFFS HCPP HMO DEMP,310680.0,89640.0,28.85283893395133,9.0,1.0
LENOIR ,NC,HCPP HMO PFFS DEMP COST DEMC,345300.0,124460.0,36.044019693020566,10.0,0.0
LINCOLN ,NC,PFFS HCPP HMO PPO,310860.0,96732.0,31.11754487550666,9.0,1.0
MACON ,NC,PFFS HCPP HMO PPO,414720.0,99336.0,23.952546296296294,12.0,2.0
MADISON ,NC,PFFS HCPP HMO,276560.0,32976.0,11.923633207983801,8.0,2.0
MARTIN ,NC,PFFS HMO,103740.0,15666.0,15.101214574898785,3.0,1.0
MCDOWELL ,NC,PFFS HCPP HMO DEMC,207300.0,50508.0,24.364688856729376,6.0,2.0
MECKLENBURG ,NC,HCPP PFFS HMO DEMP PPO DEMC COST DEMO PACE,2213760.0,5318272.0,240.23706273489447,64.0,8.0
MITCHELL ,NC,PFFS HMO,173000.0,18215.0,10.528901734104046,5.0,1.0
MONTGOMERY ,NC,HCPP PFFS HMO,207660.0,27150.0,13.07425599537706,6.0,0.0
MOORE ,NC,PFFS HMO HCPP,415440.0,238056.0,57.30213749277874,12.0,3.0
NASH ,NC,PFFS HMO COST PPO HCPP,519450.0,238020.0,45.821542015593415,15.0,1.0
NEW HANOVER ,NC,PFFS HCPP HMO COST DEMP DEMC,1073840.0,906843.0,84.44861431870669,31.0,2.0
NORTHAMPTON ,NC,PFFS COST HMO HCPP,173250.0,24915.0,14.38095238095238,5.0,2.0
ONSLOW ,NC,PFFS HCPP HMO,762520.0,323730.0,42.455279861511826,22.0,1.0
ORANGE ,NC,PFFS DEMP HMO HCPP PPO,589390.0,235518.0,39.95961926737814,17.0,5.0
PAMLICO ,NC,HMO,69360.0,5412.0,7.802768166089965,2.0,0.0
PASQUOTANK ,NC,PFFS HMO COST DEMP,173450.0,30560.0,17.61891034880369,5.0,1.0
PENDER ,NC,PFFS HCPP DEMO HMO DEMC,347000.0,79010.0,22.769452449567723,10.0,2.0
PERQUIMANS ,NC,PFFS HCPP HMO,208260.0,16872.0,8.101411696917316,6.0,1.0
PERSON ,NC,PFFS HMO HCPP PPO,243040.0,41524.0,17.085253456221196,7.0,4.0
PITT ,NC,PFFS HCPP HMO DEMP DEMO,590410.0,325601.0,55.14828678376043,17.0,1.0
POLK ,NC,PFFS HMO COST HCPP,416880.0,58332.0,13.992515831894071,12.0,2.0
RANDOLPH ,NC,HCPP PFFS DEMP HMO PPO DEMC,521250.0,327705.0,62.86906474820144,15.0,7.0
RICHMOND ,NC,HMO PFFS,243320.0,64162.0,26.36939010356732,7.0,0.0
ROBESON ,NC,HCPP PFFS DEMP HMO,312930.0,184545.0,58.973252804141495,9.0,0.0
ROCKINGHAM ,NC,PFFS DEMP HMO HCPP PPO,313020.0,161820.0,51.69637722829212,9.0,6.0
ROWAN ,NC,PFFS DEMP HMO HCPP DEMO PPO,591430.0,354280.0,59.90227076746192,17.0,4.0
RUTHERFORD ,NC,PFFS HCPP HMO COST PPO,243600.0,88151.0,36.1867816091954,7.0,1.0
SAMPSON ,NC,PFFS HCPP HMO COST,278480.0,77048.0,27.667336972134443,8.0,1.0
SCOTLAND ,NC,PFFS HCPP HMO,348200.0,61100.0,17.547386559448594,10.0,1.0
STANLY ,NC,PFFS HCPP HMO DEMP,348300.0,108680.0,31.202985931668103,10.0,1.0
STOKES ,NC,PFFS DEMP HMO HCPP,313560.0,63900.0,20.3788748564868,9.0,5.0
SURRY ,NC,HCPP PFFS DEMP HMO DEMO,348500.0,151280.0,43.40889526542324,10.0,5.0
SWAIN ,NC,PFFS HCPP HMO PSO,244020.0,19838.0,8.129661503155479,7.0,1.0
TRANSYLVANIA ,NC,PFFS HCPP HMO PPO DEMO,418440.0,94284.0,22.5322626899914,12.0,1.0
TYRRELL ,NC,PFFS,34880.0,735.0,2.1072247706422016,1.0,1.0
UNION ,NC,PFFS HCPP HMO,942030.0,406728.0,43.17569504155919,27.0,1.0
VANCE ,NC,PFFS HMO COST,244300.0,56651.0,23.189111747851,7.0,3.0
WAKE ,NC,HCPP PFFS HMO DEMP COST DEMO PPO DEMC,2059690.0,4393022.0,213.28559152105413,59.0,8.0
WARREN ,NC,PFFS HMO,244440.0,26222.0,10.72737686139748,7.0,3.0
WASHINGTON ,NC,PFFS HMO,139720.0,11052.0,7.910105926137991,4.0,1.0
WATAUGA ,NC,PFFS HMO PPO,314460.0,52182.0,16.594161419576416,9.0,1.0
WAYNE ,NC,PFFS HCPP HMO COST DEMP,559200.0,304528.0,54.45779685264663,16.0,1.0
WILKES ,NC,HCPP PFFS DEMP HMO,244720.0,86163.0,35.20881006864989,7.0,5.0
WILSON ,NC,PFFS HMO COST DEMP DEMO,349700.0,131050.0,37.47497855304547,10.0,1.0
YADKIN ,NC,PFFS DEMP HMO HCPP,349800.0,69680.0,19.9199542595769,10.0,6.0
YANCEY ,NC,PFFS HCPP HMO,279848.0,33512.0,11.975072182041679,8.0,3.0
ADAMS ,ND,HMO COST,70000.0,1226.0,1.7514285714285716,2.0,0.0
BARNES ,ND,PFFS COST,105030.0,7419.0,7.063696086832334,3.0,2.0
BENSON ,ND,COST HMO,70040.0,2082.0,2.9725870930896634,2.0,1.0
BOTTINEAU ,ND,COST HMO,70080.0,3098.0,4.420662100456621,2.0,1.0
BURKE ,ND,HMO PFFS,70120.0,1118.0,1.594409583571021,2.0,0.0
BURLEIGH ,ND,PFFS HMO DEMO COST,175350.0,56265.0,32.08725406330197,5.0,1.0
CASS ,ND,PFFS COST HMO DEMO,491120.0,213248.0,43.42075256556443,14.0,3.0
CAVALIER ,ND,HMO PFFS,105270.0,3294.0,3.129096608720433,3.0,0.0
DICKEY ,ND,PFFS,35100.0,1168.0,3.3276353276353277,1.0,0.0
DIVIDE ,ND,HMO,35110.0,509.0,1.4497294218171461,1.0,0.0
DUNN ,ND,PFFS,35120.0,553.0,1.5746013667425969,1.0,0.0
EDDY ,ND,PFFS DEMO,70260.0,1320.0,1.8787361229718187,2.0,0.0
EMMONS ,ND,PFFS,35140.0,1064.0,3.0278884462151394,1.0,0.0
FOSTER ,ND,PFFS COST,70300.0,1720.0,2.4466571834992887,2.0,0.0
GOLDEN VALLEY ,ND,HMO,35160.0,433.0,1.2315130830489192,1.0,0.0
GRAND FORKS ,ND,PFFS COST HMO DEMO,211020.0,45726.0,21.669036110321297,6.0,2.0
GRANT ,ND,PFFS,35180.0,661.0,1.8789084707220012,1.0,0.0
GRIGGS ,ND,COST,35190.0,632.0,1.795964762716681,1.0,0.0
KIDDER ,ND,PFFS,35210.0,588.0,1.6699801192842942,1.0,0.0
LAMOURE ,ND,PFFS COST,70440.0,2260.0,3.2084043157296986,2.0,0.0
MCHENRY ,ND,COST HMO DEMO,176200.0,6950.0,3.9443813847900113,5.0,1.0
MCINTOSH ,ND,PFFS,35250.0,1106.0,3.1375886524822696,1.0,0.0
MCLEAN ,ND,PFFS HCPP HMO,105810.0,6279.0,5.9342217181740855,3.0,1.0
MERCER ,ND,HMO PFFS DEMO,141120.0,5588.0,3.959750566893424,4.0,0.0
MORTON ,ND,PFFS HMO COST,176450.0,22370.0,12.677812411448002,5.0,1.0
MOUNTRAIL ,ND,PFFS COST,70600.0,2494.0,3.5325779036827196,2.0,0.0
NELSON ,ND,PFFS,35310.0,1052.0,2.9793259699801755,1.0,0.0
OLIVER ,ND,PFFS,35320.0,224.0,0.6342015855039638,1.0,0.0
PEMBINA ,ND,HCPP PFFS DEMO,141320.0,6788.0,4.803283328615907,4.0,0.0
PIERCE ,ND,COST PFFS,70680.0,2052.0,2.903225806451613,2.0,1.0
RAMSEY ,ND,PFFS,35350.0,2414.0,6.828854314002829,1.0,0.0
RANSOM ,ND,PFFS COST HMO,106080.0,3504.0,3.30316742081448,3.0,1.0
RICHLAND ,ND,PFFS COST HMO DEMO,176900.0,13155.0,7.436404748445449,5.0,2.0
ROLETTE ,ND,COST HMO PFFS,141560.0,7072.0,4.995761514552133,4.0,1.0
SARGENT ,ND,HMO PFFS COST,106200.0,2595.0,2.4435028248587574,3.0,0.0
STARK ,ND,PFFS DEMO,70880.0,8548.0,12.059819413092551,2.0,0.0
STEELE ,ND,PFFS,35450.0,411.0,1.159379407616361,1.0,0.0
STUTSMAN ,ND,PFFS COST HMO DEMO,319140.0,38628.0,12.103778905809362,9.0,2.0
TOWNER ,ND,PFFS COST,70940.0,1198.0,1.688751057231463,2.0,0.0
TRAILL ,ND,PFFS HMO COST,177400.0,8065.0,4.546223224351747,5.0,1.0
WALSH ,ND,PFFS HMO COST,106470.0,7719.0,7.249929557621865,3.0,1.0
WARD ,ND,PFFS HCPP HMO DEMO DEMC,319500.0,78984.0,24.72112676056338,9.0,1.0
WELLS ,ND,COST PFFS HMO,106530.0,4095.0,3.84398760912419,3.0,1.0
WILLIAMS ,ND,HMO,71040.0,7778.0,10.94876126126126,2.0,0.0
ADAMS ,NE,PFFS HCPP HMO,168000.0,32094.0,19.103571428571428,6.0,2.0
ANTELOPE ,NE,PFFS,56020.0,2808.0,5.012495537308104,2.0,1.0
BLAINE ,NE,PFFS,28040.0,100.0,0.3566333808844508,1.0,0.0
BOONE ,NE,PFFS HCPP,84150.0,3972.0,4.720142602495544,3.0,0.0
BOX BUTTE ,NE,HMO PFFS HCPP,112240.0,7780.0,6.931575196008553,4.0,0.0
BOYD ,NE,PFFS,28070.0,647.0,2.3049519059494123,1.0,0.0
BROWN ,NE,PFFS PPO,56160.0,1686.0,3.002136752136752,2.0,0.0
BUFFALO ,NE,PFFS HCPP HMO,196630.0,41370.0,21.03951584193663,7.0,3.0
BURT ,NE,HMO PFFS HCPP,112400.0,7164.0,6.373665480427046,4.0,1.0
BUTLER ,NE,PFFS,84330.0,5064.0,6.00498043400925,3.0,0.0
CASS ,NE,HMO HCPP PFFS,168720.0,21360.0,12.660028449502134,6.0,2.0
CEDAR ,NE,PFFS HCPP,84390.0,5502.0,6.519729825808746,3.0,1.0
CHASE ,NE,PFFS HCPP,56280.0,1830.0,3.251599147121535,2.0,0.0
CHERRY ,NE,PFFS,28150.0,1266.0,4.497335701598579,1.0,0.0
CHEYENNE ,NE,PFFS HCPP,56320.0,3698.0,6.566051136363636,2.0,0.0
CLAY ,NE,PFFS HCPP,84510.0,4428.0,5.23961661341853,3.0,1.0
COLFAX ,NE,PFFS HCPP,56360.0,7224.0,12.817601135557133,2.0,0.0
CUMING ,NE,PFFS HMO,112760.0,7688.0,6.81802057467187,4.0,1.0
CUSTER ,NE,PFFS HCPP,112800.0,10028.0,8.890070921985815,4.0,1.0
DAKOTA ,NE,PFFS HMO,84630.0,7446.0,8.79829847571783,3.0,1.0
DAWES ,NE,HCPP HMO PFFS,112880.0,6192.0,5.485471296952516,4.0,0.0
DAWSON ,NE,PFFS HCPP HMO,169380.0,21486.0,12.685086787105915,6.0,3.0
DEUEL ,NE,PFFS HCPP,56480.0,1036.0,1.8342776203966005,2.0,0.0
DIXON ,NE,PFFS HMO HCPP,141250.0,6615.0,4.6831858407079645,5.0,1.0
DODGE ,NE,PFFS HCPP COST HMO DEMC,282600.0,71510.0,25.304317055909415,10.0,2.0
DOUGLAS ,NE,PFFS HMO HCPP COST DEMO PACE,961180.0,2182970.0,227.11354793066855,34.0,4.0
DUNDY ,NE,PFFS,28280.0,486.0,1.7185289957567185,1.0,0.0
FILLMORE ,NE,PFFS,56580.0,2816.0,4.977023683280311,2.0,0.0
FRANKLIN ,NE,PFFS HCPP,56600.0,1790.0,3.1625441696113072,2.0,0.0
FRONTIER ,NE,PFFS HCPP,56620.0,1106.0,1.9533733663016601,2.0,0.0
FURNAS ,NE,HMO PFFS,84960.0,4239.0,4.989406779661016,3.0,0.0
GAGE ,NE,PFFS HCPP,141650.0,26175.0,18.478644546417225,5.0,0.0
GARDEN ,NE,PFFS,56680.0,1288.0,2.2724064925899787,2.0,0.0
GARFIELD ,NE,PFFS HMO,56700.0,1086.0,1.9153439153439156,2.0,0.0
GOSPER ,NE,PFFS DEMO HCPP,113440.0,2088.0,1.8406205923836387,4.0,0.0
GRANT ,NE,PFFS,28370.0,173.0,0.6097990835389495,1.0,0.0
GREELEY ,NE,PFFS HCPP,56760.0,1248.0,2.1987315010570825,2.0,0.0
HALL ,NE,PFFS HCPP HMO DEMO,198730.0,60683.0,30.53539978865798,7.0,3.0
HAMILTON ,NE,PFFS HCPP,85200.0,4683.0,5.496478873239437,3.0,0.0
HARLAN ,NE,PFFS HMO HCPP,85230.0,2424.0,2.8440689897923264,3.0,1.0
HAYES ,NE,HMO,28420.0,116.0,0.40816326530612246,1.0,0.0
HITCHCOCK ,NE,PFFS,56860.0,1556.0,2.736545902215969,2.0,0.0
HOLT ,NE,HCPP PFFS,85320.0,7227.0,8.470464135021096,3.0,0.0
HOWARD ,NE,PFFS HCPP,113840.0,5116.0,4.494026704146171,4.0,0.0
JEFFERSON ,NE,PFFS HMO HCPP,113880.0,8068.0,7.084650509308044,4.0,0.0
JOHNSON ,NE,PFFS,28480.0,1003.0,3.521769662921349,1.0,0.0
KEARNEY ,NE,PFFS,56980.0,2322.0,4.075114075114075,2.0,0.0
KEITH ,NE,PFFS HMO HCPP,142500.0,8855.0,6.2140350877192985,5.0,1.0
KIMBALL ,NE,HMO PFFS HCPP,142600.0,4585.0,3.2152875175315563,5.0,0.0
KNOX ,NE,PFFS HCPP,114120.0,8956.0,7.847879425166491,4.0,1.0
LANCASTER ,NE,PFFS HCPP HMO PPO,542260.0,619514.0,114.24667133847232,19.0,4.0
LINCOLN ,NE,HCPP HMO PFFS,199850.0,43477.0,21.754816112084065,7.0,1.0
LOGAN ,NE,HCPP,28560.0,164.0,0.5742296918767508,1.0,0.0
MADISON ,NE,PFFS HCPP,114360.0,25024.0,21.88177684505072,4.0,2.0
MCPHERSON ,NE,HCPP,28580.0,125.0,0.437368789363191,1.0,0.0
MERRICK ,NE,PFFS HMO HCPP,143000.0,7825.0,5.4720279720279725,5.0,2.0
MORRILL ,NE,PFFS,57220.0,2140.0,3.7399510660608177,2.0,0.0
NANCE ,NE,HMO PFFS HCPP,114480.0,3324.0,2.9035639412997907,4.0,0.0
NEMAHA ,NE,PFFS,28630.0,1427.0,4.984282221446035,1.0,0.0
NUCKOLLS ,NE,PFFS HCPP,57280.0,2576.0,4.4972067039106145,2.0,0.0
OTOE ,NE,PFFS HMO HCPP,171900.0,17622.0,10.251308900523561,6.0,2.0
PAWNEE ,NE,PFFS HMO HCPP,143300.0,3965.0,2.7669225401256106,5.0,0.0
PERKINS ,NE,HCPP PFFS COST HMO,114680.0,2540.0,2.2148587373561215,4.0,0.0
PHELPS ,NE,PFFS HCPP,143400.0,9490.0,6.617852161785216,5.0,1.0
PIERCE ,NE,PFFS,86070.0,3744.0,4.3499477169745555,3.0,0.0
PLATTE ,NE,PFFS HCPP COST HMO,172200.0,19974.0,11.599303135888501,6.0,2.0
POLK ,NE,PFFS HCPP,114840.0,4308.0,3.7513061650992685,4.0,0.0
RED WILLOW ,NE,PACE HMO HCPP PFFS,114880.0,9728.0,8.467966573816156,4.0,0.0
RICHARDSON ,NE,HCPP PFFS HMO,143650.0,10960.0,7.629655412460842,5.0,1.0
SALINE ,NE,PFFS HCPP,115000.0,9888.0,8.598260869565218,4.0,0.0
SARPY ,NE,HMO HCPP PFFS,402640.0,143234.0,35.57371349095967,14.0,3.0
SAUNDERS ,NE,PFFS HMO HCPP,143850.0,16640.0,11.56760514424748,5.0,0.0
SCOTTS BLUFF ,NE,PFFS HMO HCPP COST,230240.0,60552.0,26.299513551077137,8.0,2.0
SEWARD ,NE,PFFS HCPP,86370.0,7830.0,9.065647794373048,3.0,0.0
SHERIDAN ,NE,PFFS HMO,86400.0,4020.0,4.652777777777778,3.0,1.0
SHERMAN ,NE,PFFS,28810.0,750.0,2.6032627559875046,1.0,0.0
SIOUX ,NE,PFFS HCPP,86460.0,393.0,0.45454545454545453,3.0,0.0
STANTON ,NE,PFFS,86490.0,1797.0,2.07769684356573,3.0,1.0
THAYER ,NE,HMO PFFS HCPP,115360.0,6004.0,5.204576976421637,4.0,0.0
THOMAS ,NE,HMO,28850.0,115.0,0.3986135181975737,1.0,0.0
THURSTON ,NE,PFFS,28860.0,1003.0,3.475398475398475,1.0,0.0
VALLEY ,NE,PFFS HCPP COST,86610.0,3312.0,3.8240387945964667,3.0,0.0
WASHINGTON ,NE,HMO HCPP PFFS,202160.0,18627.0,9.21398891966759,7.0,2.0
WAYNE ,NE,PFFS,57780.0,2676.0,4.631360332294912,2.0,1.0
WEBSTER ,NE,PFFS COST HCPP,115600.0,4232.0,3.660899653979239,4.0,0.0
WHEELER ,NE,HMO PFFS,57820.0,304.0,0.5257696298858526,2.0,0.0
YORK ,NE,PFFS HCPP,86760.0,8265.0,9.52627939142462,3.0,0.0
BELKNAP ,NH,HMO PPO,420000.0,170688.0,40.64,14.0,0.0
CARROLL ,NH,HMO HCPP PFFS PPO DEMP,390130.0,128947.0,33.05231589470176,13.0,0.0
CHESHIRE ,NH,PPO HMO DEMP,330220.0,140283.0,42.48167888074617,11.0,0.0
COOS ,NH,HMO PPO,150150.0,39230.0,26.127206127206126,5.0,0.0
GRAFTON ,NH,HCPP HMO PPO,390520.0,188097.0,48.16577896138482,13.0,0.0
HILLSBOROUGH ,NH,HMO PPO HCPP PACE DEMP PFFS DEMO,1021700.0,1780886.0,174.30615640599,34.0,5.0
MERRIMACK ,NH,HMO PPO DEMP DEMO,511020.0,365959.0,71.61343978709247,17.0,0.0
ROCKINGHAM ,NH,HMO PPO HCPP PACE DEMO DEMP DEMC,902100.0,1171320.0,129.84369803791154,30.0,2.0
STRAFFORD ,NH,HMO PPO COST,391040.0,214851.0,54.943484042553195,13.0,0.0
SULLIVAN ,NH,HMO PFFS PPO,210630.0,53949.0,25.613160518444666,7.0,0.0
ATLANTIC ,NJ,DEMP HMO PPO HCPP PFFS,1147000.0,1574313.0,137.25483870967741,37.0,6.0
BERGEN ,NJ,HMO DEMP HCPP PFFS PSO COST PPO DEMC DEMO,2021500.0,9214010.0,455.80064308681676,65.0,11.0
BURLINGTON ,NJ,DEMP HMO PPO HCPP PFFS COST PACE PSO DEMO,1526350.0,3191027.0,209.06260032102728,49.0,7.0
CAMDEN ,NJ,DEMP HMO PPO HCPP DEMO PACE DEMC,1277560.0,3118173.0,244.0725288831836,41.0,7.0
CAPE MAY ,NJ,DEMP HMO PPO HCPP COST,904220.0,657546.0,72.71969211032713,29.0,6.0
CUMBERLAND ,NJ,DEMP HMO HCPP DEMO PPO,779750.0,597275.0,76.59826867585765,25.0,5.0
ESSEX ,NJ,HMO DEMP HCPP PSO COST PFFS PPO DEMC DEMO,1591200.0,5240454.0,329.3397435897436,51.0,10.0
GLOUCESTER ,NJ,DEMP HMO PPO HCPP PFFS,749280.0,872112.0,116.39333760409994,24.0,7.0
HUDSON ,NJ,HMO DEMP HCPP PSO COST DEMC DEMO,1249200.0,2875640.0,230.19852705731668,40.0,12.0
HUNTERDON ,NJ,DEMP HMO PPO HCPP DEMO,531250.0,281180.0,52.928,17.0,3.0
MERCER ,NJ,HMO DEMP HCPP PPO PFFS DEMO DEMC,1250400.0,2179360.0,174.2930262316059,40.0,6.0
MIDDLESEX ,NJ,HMO DEMP HCPP COST PFFS PPO DEMO DEMC,1688580.0,5505948.0,326.06971538215544,54.0,10.0
MONMOUTH ,NJ,HMO DEMP HCPP COST DEMO PSO PFFS DEMC PPO,1564500.0,4683650.0,299.370405880473,50.0,10.0
MORRIS ,NJ,HMO DEMP HCPP PFFS DEMO PSO PPO,1439800.0,3049018.0,211.7667731629393,46.0,5.0
OCEAN ,NJ,HMO HCPP DEMP COST PFFS PPO DEMO PSO,1722050.0,7019925.0,407.6493133184286,55.0,12.0
PASSAIC ,NJ,HMO DEMP HCPP PFFS COST DEMC DEMO,1221480.0,2613897.0,213.99425287356323,39.0,7.0
SALEM ,NJ,DEMP HMO HCPP PPO,313400.0,112380.0,35.85832801531589,10.0,3.0
SOMERSET ,NJ,HMO DEMP HCPP DEMO PPO,909150.0,1044667.0,114.90590111642743,29.0,5.0
SUSSEX ,NJ,DEMP HMO HCPP PSO COST PFFS DEMC,909440.0,532005.0,58.49808673469388,29.0,4.0
UNION ,NJ,HMO DEMP HCPP PACE DEMO,1223430.0,2994342.0,244.7497609180746,39.0,8.0
WARREN ,NJ,DEMP HMO HCPP DEMC COST,627800.0,341980.0,54.472762026122965,20.0,2.0
BERNALILLO ,NM,HCPP HMO PFFS PPO PACE DEMP COST DEMO DEMC,1920000.0,5064840.0,263.79375,60.0,8.0
CATRON ,NM,HMO PPO HCPP,192060.0,5298.0,2.758512964698532,6.0,0.0
CHAVES ,NM,PPO HCPP HMO DEMO PFFS,544340.0,182988.0,33.61648969394129,17.0,2.0
CIBOLA ,NM,HMO PPO HCPP PFFS DEMP,288225.0,27315.0,9.47697111631538,9.0,3.0
COLFAX ,NM,HCPP PPO HMO PFFS DEMO,384360.0,34332.0,8.932251014673744,12.0,3.0
CURRY ,NM,PPO HCPP HMO PFFS DEMO,288360.0,58113.0,20.152933832709113,9.0,2.0
DE BACA ,NM,PPO HMO HCPP,128200.0,2104.0,1.6411856474258972,4.0,1.0
DONA ANA ,NM,PFFS PPO HCPP HMO COST DEMO,1154160.0,906516.0,78.54335620711167,36.0,4.0
EDDY ,NM,HCPP HMO PPO PFFS,448980.0,123620.0,27.533520424072343,14.0,2.0
GRANT ,NM,PPO HCPP HMO DEMP PFFS,545360.0,111146.0,20.380299251870323,17.0,3.0
GUADALUPE ,NM,HMO PPO HCPP PFFS,192540.0,5208.0,2.7048924898722344,6.0,0.0
HARDING ,NM,PPO,32100.0,216.0,0.6728971962616822,1.0,0.0
HIDALGO ,NM,HMO PFFS,96330.0,2643.0,2.7436935534101528,3.0,0.0
LEA ,NM,PPO HMO HCPP PFFS DEMO,353320.0,89969.0,25.463885429638854,11.0,1.0
LINCOLN ,NM,PPO HMO PFFS DEMO HCPP,546210.0,70720.0,12.9474011826953,17.0,1.0
LOS ALAMOS ,NM,HMO PPO HCPP PFFS,321310.0,24140.0,7.512993682113847,10.0,0.0
LUNA ,NM,PPO HCPP HMO COST PFFS DEMO,546380.0,94435.0,17.283758556316116,17.0,2.0
MCKINLEY ,NM,PPO HCPP HMO PFFS,353650.0,80509.0,22.765163297045103,11.0,2.0
MORA ,NM,HMO PPO HCPP,192960.0,6246.0,3.2369402985074625,6.0,0.0
OTERO ,NM,PPO PFFS HCPP COST HMO PACE,418210.0,116168.0,27.77743239042586,13.0,2.0
QUAY ,NM,HMO PFFS PPO HCPP,225260.0,15204.0,6.749533871970168,7.0,0.0
RIO ARRIBA ,NM,PPO HMO PFFS HCPP DEMO,482850.0,94455.0,19.56197576887232,15.0,3.0
ROOSEVELT ,NM,HCPP HMO PPO PFFS,193200.0,16098.0,8.332298136645964,6.0,1.0
SAN JUAN ,NM,PPO HCPP HMO COST PFFS DEMO PSO DEMC,869940.0,391878.0,45.04655493482309,27.0,2.0
SAN MIGUEL ,NM,PPO HMO PFFS HCPP,322300.0,50720.0,15.736891095252869,10.0,2.0
SANDOVAL ,NM,HMO PPO PACE HCPP PFFS COST DEMP DEMO,966300.0,406740.0,42.092517851598885,30.0,4.0
SANTA FE ,NM,HMO PPO PFFS HCPP COST DEMP PACE DEMO,1289600.0,779320.0,60.43114143920596,40.0,4.0
SIERRA ,NM,HCPP HMO PFFS COST PPO DEMO,451500.0,51548.0,11.417054263565891,14.0,1.0
SOCORRO ,NM,HMO PPO PFFS HCPP,290340.0,22167.0,7.634841909485431,9.0,3.0
TAOS ,NM,PPO HCPP HMO PFFS DEMO COST,580860.0,95598.0,16.458010536101643,18.0,1.0
TORRANCE ,NM,HMO PFFS PPO HCPP PACE,225960.0,15253.0,6.750309789343246,7.0,2.0
UNION ,NM,PPO HCPP,64580.0,1786.0,2.765562093527408,2.0,0.0
VALENCIA ,NM,HMO PPO HCPP PFFS PACE COST,516800.0,163616.0,31.659442724458202,16.0,4.0
